4 -1 0 214 214 24.8 27.8768 9.9817 136.317 6.30368 137.606 15.9254 59.1912 22.5587 0.0915355 1.0702 45.0875 0.778817 27.9797 0.501688 3.87632 0.275307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 -1 0 214.02 214.02 24.8258 27.8766 9.9817 136.316 6.30383 137.605 15.9254 59.1903 22.5594 0.0915363 1.07017 45.0878 0.778813 27.9792 0.501681 3.87641 0.275305 0.999996 0 -0.545684 0 -0.0140114 0 -2.14829e-07 0 2.85494e-09 0 1.1504e-18 0 -3.51973e-12 0 5.51789e-19 0 
3 -1 0 214.158 214.158 24.8258 27.8766 9.9817 136.316 6.30383 137.605 15.9254 59.1903 22.5594 0.0915363 1.07017 45.0878 0.778813 27.9792 0.501681 3.87641 0.275305 0.999997 0 -0.545679 0 -0.0140113 0 -1.71952e-07 0 2.6372e-09 0 -5.52999e-18 0 -3.51947e-12 0 2.30983e-18 0 
3 -1 0 214.203 214.203 24.8258 27.8751 9.98261 136.318 6.30355 137.602 15.9284 59.1919 22.559 0.0915373 1.07038 45.0785 0.778812 27.9763 0.501999 3.87508 0.275328 1.00001 0 -0.545651 0 -0.0140104 0 4.14272e-08 0 1.02911e-08 0 -3.06349e-12 0 1.12232e-17 0 -1.94709e-18 0 
3 -1 0 214.293 214.293 24.8258 27.8751 9.98261 136.318 6.30355 137.602 15.9284 59.1919 22.559 0.0915373 1.07038 45.0785 0.778812 27.9763 0.501999 3.87508 0.275328 0.999983 0 -0.545692 0 -0.0140116 0 -2.23162e-07 0 3.34515e-09 0 1.00499e-17 0 -3.06419e-12 0 -1.31137e-18 0 
3 -1 0 214.473 214.473 24.8258 27.8751 9.98261 136.318 6.30355 137.602 15.9284 59.1919 22.559 0.0915373 1.07038 45.0785 0.778812 27.9763 0.501999 3.87508 0.275328 1 0 -0.545664 0 -0.0140109 0 -4.86632e-08 0 2.9047e-11 0 1.20435e-17 0 -2.74466e-12 0 -1.44232e-19 0 
3 -1 0 214.833 214.833 24.8258 27.8747 9.98226 136.317 6.30443 137.602 15.9287 59.1915 22.5561 0.0915397 1.07018 45.0787 0.778814 27.9761 0.501759 3.87528 0.275346 1 0 -0.545664 0 -0.0140109 0 -4.6786e-08 0 -1.25666e-10 0 1.56023e-17 0 -3.1543e-12 0 -2.17837e-18 0 
3 -1 0 215.553 215.553 24.8258 27.8747 9.98226 136.317 6.30443 137.602 15.9287 59.1915 22.5561 0.0915397 1.07018 45.0787 0.778814 27.9761 0.501759 3.87528 0.275346 1 0 -0.545665 0 -0.0140109 0 -5.08559e-08 0 1.96881e-10 0 1.64803e-17 0 -3.01858e-12 0 -2.49605e-18 0 
3 -1 0 216.553 216.553 24.8258 27.8747 9.98226 136.317 6.30443 137.602 15.9287 59.1915 22.5561 0.0915397 1.07018 45.0787 0.778814 27.9761 0.501759 3.87528 0.275346 1 0 -0.545664 0 -0.0140109 0 -4.83447e-08 0 -7.96283e-13 0 1.46473e-12 0 1.44874e-17 0 7.11022e-19 0 
3 -1 0 217.553 217.553 24.8258 27.8789 9.98238 136.317 6.30473 137.61 15.9276 59.1916 22.56 0.0915381 1.07018 45.081 0.778833 27.9763 0.501759 3.87531 0.275295 1 0 -0.545664 0 -0.0140109 0 -4.84901e-08 0 1.50589e-11 0 1.46173e-17 0 -2.5023e-12 0 -2.48941e-18 0 
